"lake","station","date","depth","species.code","species","density.cells.l","biomass.mg.m3","length.um","width.um","cell.volume.um3","group"
"Conestogo","clc",2018-06-04,2,"P4352","Large chrysophyceae",7184,1.29,7,7,179.6,"Chrysophyte"
"Conestogo","clc",2018-06-04,2,"P4355","Chrysochromulina parva Lackey",7184,0.47,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-06-04,2,"P4357","Chrysococcus sp.",150864,9.87,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-06-04,2,"P4388","Dinobryon sertularia Ehrenberg",7184,1.63,12,6,226.2,"Chrysophyte"
"Conestogo","clc",2018-06-04,2,"P4398","Ochromonas globosa Skuja",14368,1.88,6.3,6.3,130.9,"Chrysophyte"
"Conestogo","clc",2018-06-04,2,"P5515","Fragilaria crotonensis Kitton",3800,1.14,71.3,4,298.7,"Diatom"
"Conestogo","clc",2018-06-04,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",1600,4.22,280,6,2638.9,"Diatom"
"Conestogo","clc",2018-06-04,2,"P6554","Rhodomonas minuta Skuja",222704,29.37,10.5,6,131.9,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P6558","Cryptomonas erosa Ehrenberg",46600,75.24,23.6,14,1614.6,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",2000,1.6,22.9,10,799.4,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P6565","Cryptomonas rostratiformis Skuja",1200,3.54,33,16,2948.9,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P6568","Katablepharis ovalis Skuja",7184,0.29,7.6,4,40.3,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P7632","Gymnodinium sp.",200,1.88,26.2,26.2,9416.8,"Dinoflagellate"
"Conestogo","clc",2018-06-04,2,"P7639","Peridinium pusillum (Penard) Lemmermann",200,0.73,19.1,19.1,3648.4,"Dinoflagellate"
"Conestogo","clc",2018-06-11,2,"P1077","Pseudanabaena sp.",7184,0.77,31,2.1,107.4,"Cyanophyte"
"Conestogo","clc",2018-06-11,2,"P2105","Chlamydomonas spp.",21552,0.92,5.1,4,42.7,"Chlorophyte"
"Conestogo","clc",2018-06-11,2,"P2112","Sphaerocystis schroeteri Chodat",244256,5.96,3.6,3.6,24.4,"Chlorophyte"
"Conestogo","clc",2018-06-11,2,"P2193","Staurodesmus paradoxum Meyen",200,0.82,30,26,4084.1,"Chlorophyte"
"Conestogo","clc",2018-06-11,2,"P2204","Ankyra judayi (G.M. Smith) Fott",409488,19.49,12.6,3.1,47.6,"Chlorophyte"
"Conestogo","clc",2018-06-11,2,"P4351","Small chrysophyceae",165232,2.33,3,3,14.1,"Chrysophyte"
"Conestogo","clc",2018-06-11,2,"P4357","Chrysococcus sp.",71840,4.7,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-06-11,2,"P4370","Mallomonas akrokomos Asmund and Kristiansen",7184,1.73,17,5.2,240.7,"Chrysophyte"
"Conestogo","clc",2018-06-11,2,"P5513","Tabellaria fenestrata (Lyngbye) Kutzing",400,0.3,80,6,754,"Diatom"
"Conestogo","clc",2018-06-11,2,"P5515","Fragilaria crotonensis Kitton",1400,0.41,70,4,293.2,"Diatom"
"Conestogo","clc",2018-06-11,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",200,0.45,240,6,2261.9,"Diatom"
"Conestogo","clc",2018-06-11,2,"P5524","Asterionella formosa Hassall",2400,0.22,86,2,90.1,"Diatom"
"Conestogo","clc",2018-06-11,2,"P6554","Rhodomonas minuta Skuja",79024,10.13,10.2,6,128.2,"Cryptophyte"
"Conestogo","clc",2018-06-11,2,"P6558","Cryptomonas erosa Ehrenberg",23400,37.78,23.6,14,1614.6,"Cryptophyte"
"Conestogo","clc",2018-06-11,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",45600,30.56,19.2,10,670.2,"Cryptophyte"
"Conestogo","clc",2018-06-11,2,"P6565","Cryptomonas rostratiformis Skuja",13400,28.42,31,14,2120.9,"Cryptophyte"
"Conestogo","clc",2018-06-11,2,"P6568","Katablepharis ovalis Skuja",14368,0.67,8.2,4,46.9,"Cryptophyte"
"Conestogo","clc",2018-06-19,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",200,0.5,200,4,2513.3,"Cyanophyte"
"Conestogo","clc",2018-06-19,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",600,2.69,216,6.3,4488.8,"Cyanophyte"
"Conestogo","clc",2018-06-19,2,"P1204","Heterocycts (Anabaena flos-aquae)",1000,0.13,6.3,6.3,130.9,"Cyanophyte"
"Conestogo","clc",2018-06-19,2,"P2101","Carteria spp.",7184,1.93,8,8,268.1,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P2105","Chlamydomonas spp.",79024,4.04,6.1,4,51.1,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P2112","Sphaerocystis schroeteri Chodat",495696,19.23,4.2,4.2,38.8,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P2154","Coelastrum microporum Naegeli",200,0.54,0,0,2680,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P2204","Ankyra judayi (G.M. Smith) Fott",280176,23.96,13.6,4,85.5,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P2238","Eudorina sp.",200,0.39,0,0,1965,"Chlorophyte"
"Conestogo","clc",2018-06-19,2,"P4351","Small chrysophyceae",136496,1.26,2.6,2.6,9.2,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4352","Large chrysophyceae",43104,7.74,7,7,179.6,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4357","Chrysococcus sp.",129312,7.97,4.9,4.9,61.6,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4368","Mallomonas crassisquama (Asmund) Fott",200,0.2,19.1,10,1000.1,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4398","Ochromonas globosa Skuja",122128,15.99,6.3,6.3,130.9,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4414","Stichogloea spp.",14368,0.72,6,4,50.3,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",7184,0.19,5.5,3,25.9,"Chrysophyte"
"Conestogo","clc",2018-06-19,2,"P5515","Fragilaria crotonensis Kitton",200,0.06,72.6,4,304.1,"Diatom"
"Conestogo","clc",2018-06-19,2,"P5524","Asterionella formosa Hassall",1600,0.14,86,2,90.1,"Diatom"
"Conestogo","clc",2018-06-19,2,"P5530","Stephanodiscus niagarae Ehrenberg",1200,7.72,16,32,6434,"Diatom"
"Conestogo","clc",2018-06-19,2,"P6554","Rhodomonas minuta Skuja",208336,27.23,10.4,6,130.7,"Cryptophyte"
"Conestogo","clc",2018-06-19,2,"P6558","Cryptomonas erosa Ehrenberg",15000,24.63,24,14,1642,"Cryptophyte"
"Conestogo","clc",2018-06-19,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",2200,1.74,22.6,10,788.9,"Cryptophyte"
"Conestogo","clc",2018-06-19,2,"P6565","Cryptomonas rostratiformis Skuja",2200,6.68,34,16,3038.3,"Cryptophyte"
"Conestogo","clc",2018-06-19,2,"P7632","Gymnodinium sp.",2000,14.48,24,24,7238.2,"Dinoflagellate"
"Conestogo","clc",2018-06-19,2,"P7639","Peridinium pusillum (Penard) Lemmermann",600,2.15,19,19,3591.4,"Dinoflagellate"
"Conestogo","clc",2018-06-19,2,"P7644","Ceratium hirundinella (Muller) Schrank",1200,60.32,60,40,50265.5,"Dinoflagellate"
"Conestogo","clc",2018-06-25,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",1200,7.25,300,6.2,6038.1,"Cyanophyte"
"Conestogo","clc",2018-06-25,2,"P1204","Heterocycts (Anabaena flos-aquae)",600,0.08,6.3,6.3,130.9,"Cyanophyte"
"Conestogo","clc",2018-06-25,2,"P2105","Chlamydomonas spp.",14368,0.61,5.1,4,42.7,"Chlorophyte"
"Conestogo","clc",2018-06-25,2,"P2112","Sphaerocystis schroeteri Chodat",14368,0.52,4.1,4.1,36.1,"Chlorophyte"
"Conestogo","clc",2018-06-25,2,"P2204","Ankyra judayi (G.M. Smith) Fott",172416,9.71,14,3.2,56.3,"Chlorophyte"
"Conestogo","clc",2018-06-25,2,"P4351","Small chrysophyceae",35920,0.51,3,3,14.1,"Chrysophyte"
"Conestogo","clc",2018-06-25,2,"P4352","Large chrysophyceae",14368,2.58,7,7,179.6,"Chrysophyte"
"Conestogo","clc",2018-06-25,2,"P4357","Chrysococcus sp.",50288,3.29,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-06-25,2,"P4370","Mallomonas akrokomos Asmund and Kristiansen",7184,2.01,17,5.6,279.1,"Chrysophyte"
"Conestogo","clc",2018-06-25,2,"P4398","Ochromonas globosa Skuja",14368,1.79,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","clc",2018-06-25,2,"P5515","Fragilaria crotonensis Kitton",200,0.06,74.6,4,312.5,"Diatom"
"Conestogo","clc",2018-06-25,2,"P5551","Cyclotella michiganiana Skvortzow",7184,0.18,2.5,5,24.5,"Diatom"
"Conestogo","clc",2018-06-25,2,"P6554","Rhodomonas minuta Skuja",804608,109.19,10.8,6,135.7,"Cryptophyte"
"Conestogo","clc",2018-06-25,2,"P6558","Cryptomonas erosa Ehrenberg",23000,39.34,25,14,1710.4,"Cryptophyte"
"Conestogo","clc",2018-06-25,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",3200,2.46,22,10,767.9,"Cryptophyte"
"Conestogo","clc",2018-06-25,2,"P6565","Cryptomonas rostratiformis Skuja",6800,21.88,36,16,3217,"Cryptophyte"
"Conestogo","clc",2018-06-25,2,"P7632","Gymnodinium sp.",1000,14.14,30,30,14137.2,"Dinoflagellate"
"Conestogo","clc",2018-06-25,2,"P7644","Ceratium hirundinella (Muller) Schrank",3800,191.01,60,40,50265.5,"Dinoflagellate"
"Conestogo","clc",2018-07-03,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",3600,14.02,310,4,3895.6,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",1200,4.98,0,0,4150,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",6400,30.04,249,6,4693.5,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P1204","Heterocycts (Anabaena flos-aquae)",9200,1.09,6.1,6.1,118.8,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",1200,0.06,5.6,4.1,49.3,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P1210","Anabaena Akinetes",400,0.09,11,6.1,214.3,"Cyanophyte"
"Conestogo","clc",2018-07-03,2,"P2105","Chlamydomonas spp.",50288,2.15,5.1,4,42.7,"Chlorophyte"
"Conestogo","clc",2018-07-03,2,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",14368,0.72,9,4,50.3,"Chlorophyte"
"Conestogo","clc",2018-07-03,2,"P2204","Ankyra judayi (G.M. Smith) Fott",79024,8,16.1,4,101.2,"Chlorophyte"
"Conestogo","clc",2018-07-03,2,"P2205","Mougeotia sp.",2400,3.9,41,7.1,1623.3,"Chlorophyte"
"Conestogo","clc",2018-07-03,2,"P4351","Small chrysophyceae",150864,1.93,2.9,2.9,12.8,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4352","Large chrysophyceae",50288,14,8.1,8.1,278.3,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4357","Chrysococcus sp.",229888,15.03,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4370","Mallomonas akrokomos Asmund and Kristiansen",14368,3.33,17,5.1,231.5,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4388","Dinobryon sertularia Ehrenberg",71840,16.25,12,6,226.2,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4388","Dinobryon sertularia Ehrenberg",4000,20.34,0,0,5085,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4396","Chrysolykos skuja (Nauwerck) Willen",7184,0.18,5.4,3,25.4,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4398","Ochromonas globosa Skuja",7184,0.9,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",7184,0.19,5.5,3,25.9,"Chrysophyte"
"Conestogo","clc",2018-07-03,2,"P5515","Fragilaria crotonensis Kitton",600,0.18,71,4,297.4,"Diatom"
"Conestogo","clc",2018-07-03,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",200,0.5,265,6,2497.6,"Diatom"
"Conestogo","clc",2018-07-03,2,"P5524","Asterionella formosa Hassall",3200,0.3,88,2,92.2,"Diatom"
"Conestogo","clc",2018-07-03,2,"P6554","Rhodomonas minuta Skuja",466960,34.51,10,4.6,73.9,"Cryptophyte"
"Conestogo","clc",2018-07-03,2,"P6558","Cryptomonas erosa Ehrenberg",40000,72.8,26.6,14,1819.9,"Cryptophyte"
"Conestogo","clc",2018-07-03,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",1000,0.68,19.4,10,677.2,"Cryptophyte"
"Conestogo","clc",2018-07-03,2,"P6565","Cryptomonas rostratiformis Skuja",22800,72.33,35.5,16,3172.3,"Cryptophyte"
"Conestogo","clc",2018-07-03,2,"P6568","Katablepharis ovalis Skuja",21552,0.96,8,4,44.7,"Cryptophyte"
"Conestogo","clc",2018-07-03,2,"P7644","Ceratium hirundinella (Muller) Schrank",24400,1226.48,60,40,50265.5,"Dinoflagellate"
"Conestogo","clc",2018-07-09,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",1000,4.02,320,4,4021.2,"Cyanophyte"
"Conestogo","clc",2018-07-09,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",10600,41.96,210,6,3958.4,"Cyanophyte"
"Conestogo","clc",2018-07-09,2,"P1204","Heterocycts (Anabaena flos-aquae)",12400,1.47,6.1,6.1,118.8,"Cyanophyte"
"Conestogo","clc",2018-07-09,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",400,0.02,5.6,4,46.9,"Cyanophyte"
"Conestogo","clc",2018-07-09,2,"P1210","Anabaena Akinetes",7800,2.13,14,6.1,272.8,"Cyanophyte"
"Conestogo","clc",2018-07-09,2,"P2105","Chlamydomonas spp.",35920,0.85,5,3,23.6,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2112","Sphaerocystis schroeteri Chodat",64656,1.01,3.1,3.1,15.6,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2193","Staurodesmus paradoxum Meyen",200,0.56,25.9,24,2809.9,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2204","Ankyra judayi (G.M. Smith) Fott",114944,10.98,15.2,4,95.5,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2217","Collodictyon sp",7184,5.87,11.6,11.6,817.3,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2238","Eudorina sp.",800,2.5,0,0,3120,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P2255","Selenastrum copricornutum Printz",28736,0.3,6.9,1.7,10.4,"Chlorophyte"
"Conestogo","clc",2018-07-09,2,"P4351","Small chrysophyceae",416672,3,2.4,2.4,7.2,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4352","Large chrysophyceae",57472,10.32,7,7,179.6,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4357","Chrysococcus sp.",258624,16.91,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4362","Kephyrion sp.",57472,0.9,3.1,3.1,15.6,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4363","Spiniferomonas serrata",7184,0.56,5.3,5.3,78,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4388","Dinobryon sertularia Ehrenberg",43104,9.75,12,6,226.2,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4388","Dinobryon sertularia Ehrenberg",400,1.36,0,0,3390,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4390","Dinobryon sociale Ehrenberg",21552,4.88,12,6,226.2,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4398","Ochromonas globosa Skuja",7184,0.94,6.3,6.3,130.9,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4401","Uroglena volvox Ehrenberg",57472,6.5,6,6,113.1,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",21552,0.74,6,3.3,34.2,"Chrysophyte"
"Conestogo","clc",2018-07-09,2,"P5515","Fragilaria crotonensis Kitton",3400,1.03,72,4,301.6,"Diatom"
"Conestogo","clc",2018-07-09,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",600,1.39,245,6,2309.1,"Diatom"
"Conestogo","clc",2018-07-09,2,"P5530","Stephanodiscus niagarae Ehrenberg",200,2.51,20,40,12566.4,"Diatom"
"Conestogo","clc",2018-07-09,2,"P5551","Cyclotella michiganiana Skvortzow",7184,0.17,2.45,4.9,23.1,"Diatom"
"Conestogo","clc",2018-07-09,2,"P6554","Rhodomonas minuta Skuja",574720,58.51,10,5.4,101.8,"Cryptophyte"
"Conestogo","clc",2018-07-09,2,"P6558","Cryptomonas erosa Ehrenberg",20600,37.49,26.6,14,1819.9,"Cryptophyte"
"Conestogo","clc",2018-07-09,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",1000,0.73,21,10,733,"Cryptophyte"
"Conestogo","clc",2018-07-09,2,"P6565","Cryptomonas rostratiformis Skuja",1400,4.13,33,16,2948.9,"Cryptophyte"
"Conestogo","clc",2018-07-09,2,"P6568","Katablepharis ovalis Skuja",35920,1.57,7.9,4,43.6,"Cryptophyte"
"Conestogo","clc",2018-07-09,2,"P7632","Gymnodinium sp.",400,2.11,21.6,21.6,5276.7,"Dinoflagellate"
"Conestogo","clc",2018-07-09,2,"P7639","Peridinium pusillum (Penard) Lemmermann",200,0.73,19.1,19.1,3648.4,"Dinoflagellate"
"Conestogo","clc",2018-07-09,2,"P7644","Ceratium hirundinella (Muller) Schrank",9200,477.86,62,40,51941,"Dinoflagellate"
"Conestogo","cle",2018-05-28,2,"P2137","Dictyosphaerium simplex Sukja",238098,1.33,2.2,2.2,5.6,"Chlorophyte"
"Conestogo","cle",2018-05-28,2,"P2255","Selenastrum copricornutum Printz",39683,0.4,6.6,1.7,10,"Chlorophyte"
"Conestogo","cle",2018-05-28,2,"P4351","Small chrysophyceae",714294,7.36,2.7,2.7,10.3,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4352","Large chrysophyceae",39683,7.13,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4355","Chrysochromulina parva Lackey",4444496,290.67,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4357","Chrysococcus sp.",634928,41.52,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4363","Spiniferomonas serrata",39683,4.27,5.9,5.9,107.5,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4388","Dinobryon sertularia Ehrenberg",119049,26.93,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",39683,1.36,6,3.3,34.2,"Chrysophyte"
"Conestogo","cle",2018-05-28,2,"P5508","Cyclotella pseudostelligera",39683,15.59,6.3,12.6,392.8,"Diatom"
"Conestogo","cle",2018-05-28,2,"P5515","Fragilaria crotonensis Kitton",38000,11.78,74,4,310,"Diatom"
"Conestogo","cle",2018-05-28,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",3000,7.92,280,6,2638.9,"Diatom"
"Conestogo","cle",2018-05-28,2,"P5530","Stephanodiscus niagarae Ehrenberg",1000,9.16,18,36,9160.9,"Diatom"
"Conestogo","cle",2018-05-28,2,"P5551","Cyclotella michiganiana Skvortzow",79366,1.94,2.5,5,24.5,"Diatom"
"Conestogo","cle",2018-05-28,2,"P6554","Rhodomonas minuta Skuja",18889108,2491.47,10.5,6,131.9,"Cryptophyte"
"Conestogo","cle",2018-05-28,2,"P6558","Cryptomonas erosa Ehrenberg",201000,350.66,25.5,14,1744.6,"Cryptophyte"
"Conestogo","cle",2018-05-28,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",27000,20.36,21.6,10,754,"Cryptophyte"
"Conestogo","cle",2018-05-28,2,"P6565","Cryptomonas rostratiformis Skuja",12000,27.91,34,14,2326.2,"Cryptophyte"
"Conestogo","cle",2018-05-28,2,"P6568","Katablepharis ovalis Skuja",238098,10.9,8.1,4,45.8,"Cryptophyte"
"Conestogo","cle",2018-06-04,2,"P2105","Chlamydomonas spp.",21552,1.44,8,4,67,"Chlorophyte"
"Conestogo","cle",2018-06-04,2,"P2204","Ankyra judayi (G.M. Smith) Fott",57472,5.27,14.6,4,91.7,"Chlorophyte"
"Conestogo","cle",2018-06-04,2,"P4351","Small chrysophyceae",50288,0.71,3,3,14.1,"Chrysophyte"
"Conestogo","cle",2018-06-04,2,"P4357","Chrysococcus sp.",7184,0.47,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-06-04,2,"P4398","Ochromonas globosa Skuja",21552,2.69,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","cle",2018-06-04,2,"P5515","Fragilaria crotonensis Kitton",1000,0.3,71.3,4,298.7,"Diatom"
"Conestogo","cle",2018-06-04,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",200,0.52,275,6,2591.8,"Diatom"
"Conestogo","cle",2018-06-04,2,"P5530","Stephanodiscus niagarae Ehrenberg",200,2.71,20.5,41,13532.6,"Diatom"
"Conestogo","cle",2018-06-04,2,"P5551","Cyclotella michiganiana Skvortzow",7184,0.14,2.3,4.6,19.1,"Diatom"
"Conestogo","cle",2018-06-04,2,"P6554","Rhodomonas minuta Skuja",122128,17.34,11.3,6,142,"Cryptophyte"
"Conestogo","cle",2018-06-04,2,"P6558","Cryptomonas erosa Ehrenberg",58600,104.64,26.1,14,1785.7,"Cryptophyte"
"Conestogo","cle",2018-06-04,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",29400,20.42,19.9,10,694.6,"Cryptophyte"
"Conestogo","cle",2018-06-04,2,"P6565","Cryptomonas rostratiformis Skuja",9200,29.02,35.3,16,3154.4,"Cryptophyte"
"Conestogo","cle",2018-06-11,2,"P2105","Chlamydomonas spp.",7184,0.43,7.2,4,60.3,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2112","Sphaerocystis schroeteri Chodat",301728,12.55,4.3,4.3,41.6,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2113","Pediastrum duplex Meyen",400,1.85,0,0,4625,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2121","Oocystis lacustris Chodat",7184,0.2,6,3,28.3,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2154","Coelastrum microporum Naegeli",200,0.54,0,0,2680,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2204","Ankyra judayi (G.M. Smith) Fott",517248,48.72,15,4,94.2,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2217","Collodictyon sp",21552,21,12.3,12.3,974.3,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2238","Eudorina sp.",200,0.54,0,0,2680,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P2255","Selenastrum copricornutum Printz",21552,0.22,6.9,1.7,10.4,"Chlorophyte"
"Conestogo","cle",2018-06-11,2,"P4351","Small chrysophyceae",50288,0.46,2.6,2.6,9.2,"Chrysophyte"
"Conestogo","cle",2018-06-11,2,"P4352","Large chrysophyceae",21552,3.87,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2018-06-11,2,"P4357","Chrysococcus sp.",71840,4.7,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-06-11,2,"P4368","Mallomonas crassisquama (Asmund) Fott",1400,1.47,20,10,1047.2,"Chrysophyte"
"Conestogo","cle",2018-06-11,2,"P5508","Cyclotella pseudostelligera",7184,2.82,6.3,12.6,392.8,"Diatom"
"Conestogo","cle",2018-06-11,2,"P5515","Fragilaria crotonensis Kitton",2400,0.75,74.6,4,312.5,"Diatom"
"Conestogo","cle",2018-06-11,2,"P5524","Asterionella formosa Hassall",3400,0.31,86,2,90.1,"Diatom"
"Conestogo","cle",2018-06-11,2,"P5530","Stephanodiscus niagarae Ehrenberg",3600,26.34,16.7,33.4,7315.9,"Diatom"
"Conestogo","cle",2018-06-11,2,"P5551","Cyclotella michiganiana Skvortzow",14368,0.35,2.5,5,24.5,"Diatom"
"Conestogo","cle",2018-06-11,2,"P6554","Rhodomonas minuta Skuja",323280,43.06,10.6,6,133.2,"Cryptophyte"
"Conestogo","cle",2018-06-11,2,"P6558","Cryptomonas erosa Ehrenberg",81000,130.78,23.6,14,1614.6,"Cryptophyte"
"Conestogo","cle",2018-06-11,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",15000,12.04,23,10,802.9,"Cryptophyte"
"Conestogo","cle",2018-06-11,2,"P6565","Cryptomonas rostratiformis Skuja",3600,10.94,34,16,3038.3,"Cryptophyte"
"Conestogo","cle",2018-06-11,2,"P7632","Gymnodinium sp.",1000,6.88,23.6,23.6,6882.3,"Dinoflagellate"
"Conestogo","cle",2018-06-11,2,"P7639","Peridinium pusillum (Penard) Lemmermann",600,2.12,18.9,18.9,3535,"Dinoflagellate"
"Conestogo","cle",2018-06-11,2,"P7644","Ceratium hirundinella (Muller) Schrank",200,10.05,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2018-06-19,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",1200,4.99,300,4.2,4156.3,"Cyanophyte"
"Conestogo","cle",2018-06-19,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",200,0.75,0,0,3760,"Cyanophyte"
"Conestogo","cle",2018-06-19,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",2600,12.56,265,5.9,4830,"Cyanophyte"
"Conestogo","cle",2018-06-19,2,"P1204","Heterocycts (Anabaena flos-aquae)",3000,0.36,6.1,6.1,118.8,"Cyanophyte"
"Conestogo","cle",2018-06-19,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",200,0.01,5.5,4.3,53.2,"Cyanophyte"
"Conestogo","cle",2018-06-19,2,"P2105","Chlamydomonas spp.",136496,6.74,5.9,4,49.4,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P2112","Sphaerocystis schroeteri Chodat",344832,13.38,4.2,4.2,38.8,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P2113","Pediastrum duplex Meyen",800,1.4,0,0,1750,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P2193","Staurodesmus paradoxum Meyen",200,0.6,26.7,24,2986.1,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P2204","Ankyra judayi (G.M. Smith) Fott",373568,37.32,15.9,4,99.9,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P2217","Collodictyon sp",14368,16.53,13,13,1150.3,"Chlorophyte"
"Conestogo","cle",2018-06-19,2,"P4351","Small chrysophyceae",57472,0.59,2.7,2.7,10.3,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4352","Large chrysophyceae",21552,3.87,7,7,179.6,"Chrysophyte"
